seqnames,start,end,width,strand,pileup_macs2,score_ChIPSP,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,pileup,score,Rank
chr17,14220000,14230000,10001,*,25.71,-0.248392703,9953,14204506,14249492,+,inside,15494,15494,Overlapping,HS3ST3B1,25.71,-0.248392703,1033
chr17,30690000,30700000,10001,*,34.48,-0.24844483,7756,30677157,30707975,+,inside,12843,7975,NearestLocation,ZNF207,34.48,-0.24844483,1034
chr8,97505000,97510000,5001,*,11.91,-0.248458814,6383,97505882,97624037,+,overlapStart,-882,882,NearestLocation,SDC2,11.91,-0.248458814,1035
chr7,42875000,42900000,25001,*,15.67,-0.249429617,79020,42948872,42971805,-,downstream,96805,48872,NearestLocation,C7orf25,15.67,-0.249429617,1036
chr7,42875000,42900000,25001,*,15.67,-0.249429617,5683,42956462,42971805,-,downstream,96805,56462,NearestLocation,PSMA2,15.67,-0.249429617,1036
chr22,44375000,44400000,25001,*,47.65,-0.249795089,25813,44351261,44392412,+,overlapEnd,23739,7588,Overlapping,SAMM50,47.65,-0.249795089,1037
chr22,44375000,44400000,25001,*,47.65,-0.249795089,29780,44395091,44565112,+,overlapStart,-20091,4909,NearestLocation,PARVB,47.65,-0.249795089,1037
chr18,9610000,9615000,5001,*,47.02,-0.25004979,9989,9546789,9614605,-,overlapStart,4605,395,NearestLocation,PPP4R1,47.02,-0.25004979,1038
chr1,182075000,182100000,25001,*,18.18,-0.250165431,127665,182023705,182030847,-,upstream,-44153,44153,NearestLocation,ZNF648,18.18,-0.250165431,1039
chr12,29890000,29900000,10001,*,13.79,-0.251730746,83857,29653746,29937692,-,inside,47692,37692,NearestLocation,TMTC1,26.96,-0.184619046,1040
chr12,29890000,29900000,10001,*,13.79,-0.251730746,83857,29653746,29937692,-,inside,47692,37692,NearestLocation,TMTC1,13.79,-0.251730746,1040
chr7,20360000,20370000,10001,*,55.17,-0.251819135,3696,20370325,20455382,+,upstream,-10325,325,NearestLocation,ITGB8,55.17,-0.251819135,1041
chr3,41240000,41245000,5001,*,12.54,-0.252492624,1499,41236401,41281939,+,inside,3599,3599,NearestLocation,CTNNB1,12.54,-0.252492624,1042
chr1,182050000,182075000,25001,*,18.18,-0.253440785,127665,182023705,182030847,-,upstream,-19153,19153,NearestLocation,ZNF648,19.44,-0.247020076,1043
chr1,182050000,182075000,25001,*,18.18,-0.253440785,127665,182023705,182030847,-,upstream,-19153,19153,NearestLocation,ZNF648,18.18,-0.253440785,1043
chr5,67510000,67515000,5001,*,21.94,-0.253733777,5295,67511584,67597649,+,overlapStart,-1584,1584,NearestLocation,PIK3R1,21.94,-0.253733777,1044
chr9,20560000,20565000,5001,*,19.44,-0.253832231,100616441,20502263,20502340,-,upstream,-57660,57660,NearestLocation,MIR4474,19.44,-0.253832231,1045
chr9,20560000,20565000,5001,*,19.44,-0.253832231,4300,20344968,20622514,-,inside,62514,57514,Overlapping,MLLT3,19.44,-0.253832231,1045
chr12,3230000,3240000,10001,*,24.45,-0.253843672,10867,3186521,3395730,+,inside,43479,43479,NearestLocation,TSPAN9,24.45,-0.253843672,1046
chr18,12375000,12400000,25001,*,14.42,-0.254273119,10939,12328943,12377275,-,overlapStart,2275,2275,NearestLocation,AFG3L2,14.42,-0.254273119,1047
chr14,60640000,60650000,10001,*,31.35,-0.255563938,51635,60611500,60636561,-,upstream,-3439,3439,NearestLocation,DHRS7,31.35,-0.255563938,1048
chr4,89370000,89380000,10001,*,29.47,-0.257108347,51191,89378268,89427319,+,overlapStart,-8268,1732,NearestLocation,HERC5,29.47,-0.257108347,1049
chr11,93280000,93285000,5001,*,13.17,-0.258829487,56935,93211639,93276546,-,upstream,-3454,3454,NearestLocation,SMCO4,13.17,-0.258829487,1050
chr1,168710000,168720000,10001,*,22.57,-0.258848596,1805,168664695,168698442,-,upstream,-11558,11558,NearestLocation,DPT,22.57,-0.258848596,1051
chr9,111520000,111525000,5001,*,21.32,-0.260181648,10880,111616869,111618275,-,downstream,98275,91869,NearestLocation,ACTL7B,21.32,-0.260181648,1052
chr8,81475000,81500000,25001,*,25.71,-0.26112901,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,21.32,-0.283499576,1053
chr8,81475000,81500000,25001,*,25.71,-0.26112901,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,25.08,-0.264339364,1053
chr8,81475000,81500000,25001,*,25.71,-0.26112901,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,25.71,-0.26112901,1053
chr10,125375000,125400000,25001,*,29.47,-0.261361736,2849,125425871,125456913,+,upstream,-50871,25871,NearestLocation,GPR26,29.47,-0.261361736,1054
chr4,20300000,20310000,10001,*,13.17,-0.261385977,9353,20255235,20620788,+,inside,44765,44765,NearestLocation,SLIT2,65.2,0.003748552,1055
chr4,20300000,20310000,10001,*,13.17,-0.261385977,9353,20255235,20620788,+,inside,44765,44765,NearestLocation,SLIT2,13.17,-0.261385977,1055
chr11,27720000,27730000,10001,*,15.05,-0.262884582,627,27676442,27743605,-,inside,23605,13605,NearestLocation,BDNF,15.05,-0.262884582,1056
chr10,105100000,105125000,25001,*,47.02,-0.263016164,84108,105062553,105110891,-,overlapStart,10891,10891,NearestLocation,PCGF6,47.02,-0.263016164,1057
chr7,18350000,18375000,25001,*,13.17,-0.26416032,9734,18126572,19036992,+,inside,223428,223428,NearestLocation,HDAC9,13.17,-0.26416032,1058
chr7,18350000,18375000,25001,*,13.17,-0.26416032,9734,18126572,19036992,+,inside,223428,223428,NearestLocation,HDAC9,13.17,-0.26416032,1058
chr7,18350000,18375000,25001,*,13.17,-0.26416032,9734,18126572,19036992,+,inside,223428,223428,NearestLocation,HDAC9,13.17,-0.26416032,1059
chr7,18350000,18375000,25001,*,13.17,-0.26416032,9734,18126572,19036992,+,inside,223428,223428,NearestLocation,HDAC9,13.17,-0.26416032,1059
chr8,81475000,81500000,25001,*,25.08,-0.264339364,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,21.32,-0.283499576,1060
chr8,81475000,81500000,25001,*,25.08,-0.264339364,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,25.08,-0.264339364,1060
chr8,81475000,81500000,25001,*,25.08,-0.264339364,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,25.71,-0.26112901,1060
chr7,17560000,17570000,10001,*,26.33,-0.264635239,196,17338276,17385775,+,downstream,221724,174225,NearestLocation,AHR,26.33,-0.264635239,1061
chr11,100550000,100560000,10001,*,13.17,-0.265656091,143872,100558407,100861656,+,overlapStart,-8407,1593,NearestLocation,ARHGAP42,13.17,-0.265656091,1062
chr3,14820000,14830000,10001,*,20.06,-0.266231599,152273,14860469,14976072,+,upstream,-40469,30469,NearestLocation,FGD5,20.06,-0.266231599,1063
chr1,169430000,169440000,10001,*,20.69,-0.268033371,10560,169433149,169455208,-,overlapEnd,25208,3149,Overlapping,SLC19A2,20.69,-0.268033371,1064
chr1,169430000,169440000,10001,*,20.69,-0.268033371,57821,169364114,169429907,-,upstream,-93,93,NearestLocation,CCDC181,20.69,-0.268033371,1064
chr3,105225000,105250000,25001,*,28.21,-0.268304573,214,105085557,105295757,+,inside,139443,45757,NearestLocation,ALCAM,28.21,-0.268304573,1065
chr12,74800000,74805000,5001,*,41.38,-0.268427782,100507377,74526956,74686411,-,upstream,-113589,113589,NearestLocation,LINC02882,41.38,-0.268427782,1066
chr3,185630000,185640000,10001,*,24.45,-0.268752844,6434,185632358,185655924,-,overlapEnd,25924,2358,NearestLocation,TRA2B,24.45,-0.268752844,1067
chr6,93740000,93745000,5001,*,42.01,-0.268900449,2045,93949740,94129300,-,downstream,389300,204740,NearestLocation,EPHA7,42.01,-0.268900449,1068
chr5,34875000,34900000,25001,*,17.55,-0.26927085,153657,34839269,34899564,+,overlapEnd,35731,436,NearestLocation,TTC23L,17.55,-0.26927085,1069
chr11,34550000,34575000,25001,*,12.54,-0.269273978,2001,34500342,34535347,-,upstream,-14653,14653,NearestLocation,ELF5,12.54,-0.269273978,1070
chr16,54315000,54320000,5001,*,18.18,-0.270375171,79191,54317212,54320378,-,overlapEnd,5378,378,NearestLocation,IRX3,18.18,-0.270375171,1071
chr8,97300000,97325000,25001,*,21.94,-0.270529959,9791,97274167,97346774,+,inside,25833,21774,NearestLocation,PTDSS1,21.94,-0.270529959,1072
chr1,10700000,10710000,10001,*,16.3,-0.27174928,54897,10696666,10856733,-,inside,156733,3334,NearestLocation,CASZ1,16.3,-0.27174928,1073
chr12,27550000,27575000,25001,*,14.42,-0.272853769,56938,27485787,27578746,+,inside,64213,3746,NearestLocation,BMAL2,13.79,-0.276064124,1074
chr12,27550000,27575000,25001,*,14.42,-0.272853769,56938,27485787,27578746,+,inside,64213,3746,NearestLocation,BMAL2,14.42,-0.272853769,1074
chr8,103220000,103230000,10001,*,15.67,-0.273780671,50484,103216729,103251346,-,inside,31346,3271,NearestLocation,RRM2B,15.67,-0.273780671,1075
chr5,168730000,168735000,5001,*,13.17,-0.274490594,6586,168088738,168728133,-,upstream,-1867,1867,NearestLocation,SLIT3,13.17,-0.274490594,1076
chr20,48175000,48200000,25001,*,53.29,-0.275419357,5740,48120411,48184707,-,overlapStart,9707,9707,NearestLocation,PTGIS,25.08,-0.419171904,1077
chr20,48175000,48200000,25001,*,53.29,-0.275419357,5740,48120411,48184707,-,overlapStart,9707,9707,NearestLocation,PTGIS,53.29,-0.275419357,1077
chr20,48175000,48200000,25001,*,53.29,-0.275419357,5740,48120411,48184707,-,overlapStart,9707,9707,NearestLocation,PTGIS,13.17,-0.479862895,1077
chr12,94875000,94900000,25001,*,17.55,-0.275941828,144486,94853779,94856344,+,downstream,21221,18656,NearestLocation,CEP83-DT,17.55,-0.275941828,1078
chr12,27550000,27575000,25001,*,13.79,-0.276064124,56938,27485787,27578746,+,inside,64213,3746,NearestLocation,BMAL2,13.79,-0.276064124,1079
chr12,27550000,27575000,25001,*,13.79,-0.276064124,56938,27485787,27578746,+,inside,64213,3746,NearestLocation,BMAL2,14.42,-0.272853769,1079
chr9,17800000,17825000,25001,*,52.04,-0.276506967,6456,17578953,17797122,+,downstream,221047,2878,NearestLocation,SH3GL2,52.04,-0.276506967,1080
chr1,100900000,100925000,25001,*,23.2,-0.277307291,8556,100810584,100985833,+,inside,89416,60833,NearestLocation,CDC14A,23.2,-0.277307291,1081
chr1,101325000,101350000,25001,*,23.2,-0.277307291,2135,101337928,101360735,-,overlapEnd,35735,10735,NearestLocation,EXTL2,23.2,-0.277307291,1082
chr6,108880000,108890000,10001,*,13.17,-0.277507318,2309,108881026,109005971,+,overlapStart,-1026,1026,NearestLocation,FOXO3,13.17,-0.277507318,1083
chr18,45260000,45270000,10001,*,45.14,-0.278413528,4087,45359466,45457517,-,downstream,197517,89466,NearestLocation,SMAD2,14.42,-0.434956536,1084
chr18,45260000,45270000,10001,*,45.14,-0.278413528,4087,45359466,45457517,-,downstream,197517,89466,NearestLocation,SMAD2,45.14,-0.278413528,1084
chr18,45260000,45270000,10001,*,45.14,-0.278413528,4087,45359466,45457517,-,downstream,197517,89466,NearestLocation,SMAD2,17.55,-0.419006679,1084
chr18,45260000,45270000,10001,*,45.14,-0.278413528,4087,45359466,45457517,-,downstream,197517,89466,NearestLocation,SMAD2,12.54,-0.444536642,1084
chrX,118330000,118340000,10001,*,12.54,-0.278689627,10857,118370211,118378429,+,upstream,-40211,30211,NearestLocation,PGRMC1,64.58,-0.013504139,1085
chrX,118330000,118340000,10001,*,12.54,-0.278689627,10857,118370211,118378429,+,upstream,-40211,30211,NearestLocation,PGRMC1,12.54,-0.278689627,1085
chr1,120120000,120130000,10001,*,18.81,-0.279053497,128102,120106503,120115199,+,downstream,13497,4801,NearestLocation,HSD3BP4,18.81,-0.279053497,1086
chr3,41910000,41920000,10001,*,13.79,-0.279077784,54986,41288090,42003660,-,inside,93660,83660,NearestLocation,ULK4,13.79,-0.279077784,1087
chr3,40620000,40630000,10001,*,13.79,-0.279372705,285268,40566376,40581043,+,downstream,53624,38957,NearestLocation,ZNF621,13.79,-0.279372705,1088
chr7,27225000,27250000,25001,*,13.79,-0.279437336,100316868,27240040,27246130,+,includeFeature,-15040,3870,Overlapping,HOTTIP,13.79,-0.279437336,1089
chr7,27225000,27250000,25001,*,13.79,-0.279437336,3209,27236499,27239725,-,includeFeature,14725,10275,Overlapping,HOXA13,13.79,-0.279437336,1089
chr7,27225000,27250000,25001,*,13.79,-0.279437336,221883,27225027,27228912,+,includeFeature,-27,27,NearestLocation,HOXA11-AS,13.79,-0.279437336,1089
chr16,80890000,80900000,10001,*,12.54,-0.280247052,124359,80637676,80838175,-,upstream,-51825,51825,NearestLocation,CDYL2,12.54,-0.280247052,1090
chr18,12090000,12100000,10001,*,14.42,-0.281181178,342850,12093848,12129748,+,overlapStart,-3848,3848,NearestLocation,ANKRD62,31.35,-0.194909266,1091
chr18,12090000,12100000,10001,*,14.42,-0.281181178,342850,12093848,12129748,+,overlapStart,-3848,3848,NearestLocation,ANKRD62,14.42,-0.281181178,1091
chr5,64775000,64800000,25001,*,20.69,-0.281667379,11174,64444563,64777704,-,overlapStart,2704,2704,NearestLocation,ADAMTS6,20.69,-0.281667379,1092
chr18,46750000,46775000,25001,*,18.18,-0.282409481,54808,46570172,46987079,-,inside,237079,179828,Overlapping,DYM,18.18,-0.282409481,1093
chr18,46750000,46775000,25001,*,18.18,-0.282409481,100616420,46576057,46576138,-,upstream,-173862,173862,NearestLocation,MIR4744,18.18,-0.282409481,1093
chr18,57510000,57515000,5001,*,18.81,-0.283165847,5366,57567192,57571538,+,upstream,-57192,52192,NearestLocation,PMAIP1,18.81,-0.283165847,1094
chr8,81475000,81500000,25001,*,21.32,-0.283499576,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,21.32,-0.283499576,1095
chr8,81475000,81500000,25001,*,21.32,-0.283499576,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,25.08,-0.264339364,1095
chr8,81475000,81500000,25001,*,21.32,-0.283499576,65986,81397854,81438500,+,downstream,77146,36500,NearestLocation,ZBTB10,25.71,-0.26112901,1095
chr15,60000000,60025000,25001,*,13.79,-0.286053206,663,59955062,59981642,-,upstream,-18358,18358,NearestLocation,BNIP2,11.91,-0.295633312,1096
chr15,60000000,60025000,25001,*,13.79,-0.286053206,663,59955062,59981642,-,upstream,-18358,18358,NearestLocation,BNIP2,13.79,-0.286053206,1096
chr9,72950000,72975000,25001,*,67.71,-0.286095384,23137,72873878,72969789,+,overlapEnd,76122,5211,NearestLocation,SMC5,67.71,-0.286095384,1097
chr16,81020000,81025000,5001,*,22.57,-0.286435831,55839,81040103,81066709,+,upstream,-20103,15103,NearestLocation,CENPN,22.57,-0.286435831,1098
chr16,81020000,81025000,5001,*,22.57,-0.286435831,55839,81040103,81066709,+,upstream,-20103,15103,NearestLocation,CENPN,18.18,-0.308806398,1098
chr16,81020000,81025000,5001,*,22.57,-0.286435831,56942,81009699,81040502,-,inside,20502,10301,Overlapping,CMC2,22.57,-0.286435831,1098
chr16,81020000,81025000,5001,*,22.57,-0.286435831,56942,81009699,81040502,-,inside,20502,10301,Overlapping,CMC2,18.18,-0.308806398,1098
chr7,157225000,157250000,25001,*,30.09,-0.286444313,10049,157129710,157210133,+,downstream,95290,14867,NearestLocation,DNAJB6,30.09,-0.286444313,1099
chr7,157225000,157250000,25001,*,30.09,-0.286444313,10049,157129710,157210133,+,downstream,95290,14867,NearestLocation,DNAJB6,74.61,-0.05957925,1099
chr1,101725000,101750000,25001,*,21.32,-0.286887397,1901,101702305,101707076,+,downstream,22695,17924,NearestLocation,S1PR1,21.32,-0.286887397,1100
chr11,7590000,7595000,5001,*,18.18,-0.287190176,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,18.18,-0.287190176,1101
chr11,7590000,7595000,5001,*,18.18,-0.287190176,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,16.3,-0.296770282,1101
chr11,7590000,7595000,5001,*,18.18,-0.287190176,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,18.18,-0.287190176,1101
chr11,7590000,7595000,5001,*,18.18,-0.287190176,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,18.18,-0.287190176,1102
chr11,7590000,7595000,5001,*,18.18,-0.287190176,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,16.3,-0.296770282,1102
chr11,7590000,7595000,5001,*,18.18,-0.287190176,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,18.18,-0.287190176,1102
chr3,89890000,89900000,10001,*,28.84,-0.287506636,2042,89156674,89531284,+,downstream,733326,358716,NearestLocation,EPHA3,28.84,-0.287506636,1103
chr6,53215000,53220000,5001,*,12.54,-0.288879634,60481,53132196,53213977,-,upstream,-1023,1023,NearestLocation,ELOVL5,12.54,-0.288879634,1104
chr1,9700000,9725000,25001,*,25.71,-0.289094382,644997,9712668,9714644,-,includeFeature,14644,10356,Overlapping,PIK3CD-AS1,25.71,-0.289094382,1105
chr1,9700000,9725000,25001,*,25.71,-0.289094382,5293,9711790,9789172,+,overlapStart,-11790,11790,NearestLocation,PIK3CD,25.71,-0.289094382,1105
chr6,80800000,80805000,5001,*,14.42,-0.289140861,594,80816344,81055987,+,upstream,-16344,11344,NearestLocation,BCKDHB,14.42,-0.289140861,1106
chr1,173440000,173450000,10001,*,18.81,-0.289605727,9588,173446486,173457946,+,overlapStart,-6486,3514,Overlapping,PRDX6,18.81,-0.289605727,1107
chr1,173440000,173450000,10001,*,18.81,-0.289605727,100506023,173204199,173446294,-,overlapStart,6294,3706,NearestLocation,LOC100506023,18.81,-0.289605727,1107
chr14,60810000,60815000,5001,*,29.47,-0.289762042,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,29.47,-0.289762042,1108
chr14,60810000,60815000,5001,*,29.47,-0.289762042,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,24.45,-0.315342963,1108
chr14,60810000,60815000,5001,*,29.47,-0.289762042,5494,60712470,60765805,+,downstream,97530,44195,NearestLocation,PPM1A,11.91,-0.379244308,1108
chr9,117450000,117475000,25001,*,17.55,-0.290836554,100505478,117428714,117444369,-,upstream,-5631,5631,NearestLocation,TEX48,17.55,-0.290836554,1109
chr12,79940000,79950000,10001,*,27.59,-0.291811701,100302136,79813037,79813101,+,downstream,126963,126899,NearestLocation,MIR1252,27.59,-0.291811701,1110
chr2,208325000,208350000,25001,*,80.88,-0.29316817,1385,208394616,208470284,+,upstream,-69616,44616,NearestLocation,CREB1,18.18,-0.612674897,1111
chr2,208325000,208350000,25001,*,80.88,-0.29316817,1385,208394616,208470284,+,upstream,-69616,44616,NearestLocation,CREB1,80.88,-0.29316817,1111
chr14,29230000,29235000,5001,*,25.08,-0.295579497,2290,29236278,29239483,+,upstream,-6278,1278,NearestLocation,FOXG1,25.08,-0.295579497,1112
chr15,60000000,60025000,25001,*,11.91,-0.295633312,663,59955062,59981642,-,upstream,-18358,18358,NearestLocation,BNIP2,11.91,-0.295633312,1113
chr15,60000000,60025000,25001,*,11.91,-0.295633312,663,59955062,59981642,-,upstream,-18358,18358,NearestLocation,BNIP2,13.79,-0.286053206,1113
chr10,15940000,15950000,10001,*,12.54,-0.296183269,80013,15820175,15902519,-,upstream,-37481,37481,NearestLocation,MINDY3,12.54,-0.296183269,1114
chr10,15940000,15950000,10001,*,12.54,-0.296183269,80013,15820175,15902519,-,upstream,-37481,37481,NearestLocation,MINDY3,26.96,-0.222701818,1114
chr11,7590000,7595000,5001,*,16.3,-0.296770282,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,18.18,-0.287190176,1115
chr11,7590000,7595000,5001,*,16.3,-0.296770282,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,16.3,-0.296770282,1115
chr11,7590000,7595000,5001,*,16.3,-0.296770282,8495,7534996,7678358,+,inside,55004,55004,NearestLocation,PPFIBP2,18.18,-0.287190176,1115
chr13,23740000,23750000,10001,*,13.79,-0.296921346,6445,23755060,23899304,+,upstream,-15060,5060,NearestLocation,SGCG,13.79,-0.296921346,1116
chr2,160000000,160025000,25001,*,16.93,-0.297779503,85461,159825146,160089170,+,inside,174854,64170,Overlapping,TANC1,16.93,-0.297779503,1117
chr2,160000000,160025000,25001,*,16.93,-0.297779503,151525,160092304,160143236,-,downstream,143236,67304,NearestLocation,WDSUB1,16.93,-0.297779503,1117
chr13,62950000,62960000,10001,*,20.06,-0.299172581,64881,61983819,62002079,-,upstream,-947921,947921,NearestLocation,PCDH20,20.06,-0.299172581,1118
